singer_name,singer_uri,song_name,song_uri,lyrics
That I can promise you
Yeah, uh
There's only one thing
That I can promise you
I love you

[Verse 2: Jay Park]
I'll give it all up for you
If you wanted to
It'd be nothing to me
널 가질수 있다면
다가와
我期待 baby 我期待
快点回到我身边 别等待
我依赖 baby 我太依赖你
习惯有你在别离开

[Pre-Chorus: Jay Park]
Uh, I love you, I promise
I'll treat you, like a goddess
The sun don't shine so bright
But I'll still be by your side
I want to, I'm honest
Girl, you so, damn flawless
你让我迷上了你的每⼀⾯ (Oh-oh)
[Chorus: Masiwei, Masiwei & Jay Park]
There's only one thing
That I can promise you
That I can promise you
Yeah, uh
There's only one thing
That I can promise you
I love you

[Verse 3: Masiwei]
你不⽤去染头发
快点准备好⾛吧
我已经在你家楼下
让我做你的欧巴
对我来说你太神奇
别再犹豫 ride with me
虽然不懂 do re mi
你让我想唱 R&B
I be 在街⻆ 在夜店 追寻你的轨迹
不⽤为我做任何改变
在我眼⾥你最美丽
塞纳河边和我散步
Baby让我做你的莎⼠⽐亚
对你说过的话 那都绝对算数 把你变成诗歌写在笔下, yeah
서울 안에서
소주 한잔해
다시 출발해
저 꿈나라로
우리 함께 구름위로
我要带你去宇宙
Baby, we can fly
[Pre-Chorus: Jay Park]
Uh, I love you, I promise
I'll treat you, like a goddess
The sun don't shine so bright
But I'll still be by your side
I want to, I'm honest
Girl, you so, damn flawless
你让我迷上了你的每⼀⾯ (Oh, oh, oh, oh)

[Chorus: Masiwei, Masiwei & Jay Park]
There's only one thing
That I can promise you
That I can promise you
Uh
There's only one thing
That I can promise you
I love you
There's only one thing
That I can promise you
That I can promise you
Uh
There's only one thing
That I can promise you
I love you
There's only one thing
That I can promise you
That I can promise you
Uh
There's only one thing
That I can promise you
I love youEmbed"
壞特 ?te,spotify:artist:7DZtdN4x13Amjw87cjdffb,留給你的我從未 (feat. ?te 壞特) - Remix,spotify:track:6Z77oYqnC0sP9FsiBx2SOl,None
董唧唧,spotify:artist:0QwmLQKOeZobacsipWWvrT,完美降落,spotify:track:3c7CmJhbOACWMeVVshXFkX,None
DAPHNE D調,spotify:artist:0hnTIvm3LAFvXKCs5HhcGj,Close to 9,spotify:track:62bqTzVsTcXiCIJRCDuXjw,None
ØZI,spotify:artist:7Icsejk4pdIhkq2KO5A0jD,0.03,spotify:track:00FVmIy2twfxxY4wVLazft,"0.03 Lyrics[Verse 1]
Sorry if I start to talk a lot, startin' now
You can blame it on the alcohol, head is poundin'
If you want this work from me I'll supply
I'll take ya to heights, yeah babe
So forget about the times we fell off, would you?

[Pre-Chorus]
Open up your hive, baby
Be my queen bae-bee
Honey so sweet, lick it straight from the comb
Feel the vibration
Get your thighs shakin'
Goin' crazy, oh
[Chorus]
Let me take you to the top, make you scream, make you shout
All your freaky little kinks I wanna find out
Talkin' your body language
Me in you, now we completed
And I could go as far as you want me to go
Hit that falsetto, wanna hear you moan
Let me in on all of your secrets
Go nothin' but .03 between us

[Verse 2]
I wanna hit it, I want 'em digits, I want my usual later
Say you want chokin', all of that strokin'
Are you enjoyin' this flavor?
You got the back of your knees on my neck
Hunned of ways, I'll be makin' you wet
All of these spots, you don't normally feel
But I'll be hittin' 'em nice for your pleasure
'Cause girl, you treat other men like you don't give a fuck
But for me you be different babe
We don't gotta go to Paris, baby, we could stay here
Feelin' me, speakin' French in between your legs
Next time, give a ring, I'll be at my place
Got the keys, you don't need me to let you in
So hop on and start driving
[Pre-Chorus]
Go ahead and ride, baby
Be my queen, baby
Let me dive into your body and soul
Feel the vibration
Get your thighs shakin'
Goin' crazy, oh

[Chorus]
Let me take you to the top, make you scream, make you shout
All your freaky little kinks I wanna find out
Talkin' your body language
Me in you, now we completed
And I could go as far as you want me to go
Hit that falsetto, wanna hear you moan
Let me in on all of your secrets
Go nothin' but .03 between usEmbed"
傻子與白痴,spotify:artist:4rk0xYl7t3XftIQQedJjK4,HoydeA,spotify:track:0bAl2PvdD30dMnT4gDpa8V,None
Yo Lee,spotify:artist:1D2LuIU6rgg0MGa0l8wYJh,直到我遇見了你 - Demo,spotify:track:1wxADKPDmwqLqLua7ecfTy,None
王忻辰,spotify:artist:61JBbdne26KjmyvOzjloSU,落差,spotify:track:5BpHfgS9UYxRk38W3IcOUp,None
9m88,spotify:artist:4PjY2961rc0MHE9zHYWEnH,怪天氣,spotify:track:5jzg774Qb6yM7Khqe5euvc,None
零一九零贰,spotify:artist:27lB0Cndu1m8MhHJkNixq6,忘川彼岸,spotify:track:6a2YIWhAW3x40D6vvLhKzL,None
周柯宇,spotify:artist:3hKH1FqP7gU4WZAljFQl3t,R.O.T.Y,spotify:track:0DipmOFntrjr3UkhsyZeva,None
9m88,spotify:artist:4PjY2961rc0MHE9zHYWEnH,你朝我的方向走來,spotify:track:36pMi23nNlOiHMKVdF9I4t,"你朝我的方向走來 Walking Towards Me Lyrics[馬念先]
你朝我的方向走來
我心裡充滿了期待
怎麼你的口紅畫得有點歪 真的很歪
該不該勇敢說出來 害怕你壞了對我的觀感
所以我決定低著頭 低著頭

[9m88]
你朝我的方向走來
新造型希望你喜歡
怎麼你看我的表情有點怪 我不太明白
想問你為什麼 你卻裝酷不願意攤牌
我再也不想低著頭 低著頭 忍耐
[合唱]
我們不能只有digital digital
丟掉手機    可以get physical physical
不要想得太多
遇見你以後 一閉上眼都是好夢

[馬念先]
你朝我的方向走來
我害羞低著頭等待
發現我的石門水庫沒有關 而且撐得很開
該怎麼把它拉起來
一手拿著禮物一手撐著傘
所以我轉身低著頭 低著頭

[9m88]
你朝我的方向走來
我的心思不想讓你來猜
空氣中醞釀不安的期待 我們都在等待
心裡有什麼打算 我的手已為你空出來
哪時候才能 給我你 充滿愛的大平台

[合唱]
我們不能只有 digital digital
丟掉手機   製造些 magical magical
不要想得太多
遇見你以後 一閉上眼都是好夢
敢不敢跟我走Embed"
9m88,spotify:artist:4PjY2961rc0MHE9zHYWEnH,Hello Bye Bye,spotify:track:7BMuQODgaMbLVxQKlFnpV2,"Hello Bye Bye Lyrics[Verse 1]
黑夜 暗潮洶湧
玫瑰唇印渲染夜的濃
只有woman才懂
心情烏雲朵朵
每個月都需要soul to soul
量多第二夜 妳心事對我說

[Chorus]
當妳眼角失了守
擁抱我 做妳唯一的防漏
就是妳的好朋友
用智慧感應生命的泉湧
接住妳不再墜落
Hello bye bye
Hello bye bye
[Vesre 2]
誰倒杯存在感的紅酒?
在畫布揮灑美麗的紅?
妳知道 女人要有智慧
沒有唯一 喔妳也會
接住自己 不會往下墜

[Verse 3]
誰跳支忘情的森巴舞?
把律動種在我的腹部?
不需要徹夜不歸
一月七天做自己DJ
狂歡到天亮也不結束

[Chorus]
當妳眼角失了守
擁抱我 做妳唯一的防漏
就是妳最溫柔的好朋友
用智慧感應生命的泉湧
接住妳不再墜落
Hello bye bye
Hello bye bye
當妳眼角失了守
擁抱我 做妳唯一的防漏
就讓我做妳的好朋友
用智慧感應生命的泉湧
接住妳不再墜落
Hello bye bye
Hello bye bye
[Outro]
Bye, bye, bye, ba-ba-bala-bye, bye
Bye, bye, bye, bye bye
Bye, bye, bye, ba-ba-bala-bye, bye
Bye, bye, bye, bye bye
Hello bye byeEmbed"
effie,spotify:artist:3rLCUhRjMFWYTJd1C4LkG0,No Reason,spotify:track:7uwJwSKpmzZH7p7imm4f1P,"No Reason Lyrics没有人可以去等待
不知不觉的放开你
我们都没有那勇气
Baby I'm sorry I’m so lonely

我们都没有错与对
找不到任何一个原因
没有理由的离开
Baby I'm sorry I'm so lonely

看见信息不是不想回你
只是我们的对话少了一些甜蜜
看似很正常的语句但透着距离
我不知道该怎么对你 也许是正常的关系
我每时每刻都在告诉自己
我还是很爱你的只是Lonely
不知道微信什么时候开始没有表情
你的上班时间多了没有那么多的高兴
回想起来 刚开始的时间
俩个人都在 都想办法离开 没有理由的
没有人可以去等待
不知不觉的放开你
我们都没有那勇气
Baby I’m sorry I'm so lonely

我们都没有错与对
找不到任何一个原因
没有理由的离开
Baby I'm sorry I'm so lonely

理由 理由 理由 理由
再多理由 无法挽留
爱情 爱情 爱情 爱情
再多理由 说停就停

回想起来刚开始的时间
俩个人都在都想办法离开没有理由的

没有人可以去等待
不知不觉的放开你
我们都没有那勇气
Baby I'm sorry I'm so lonely

我们都没有错与对
找不到任何一个原因
没有理由的离开
Baby I'm sorry I'm so lonely
没有人可以去等待
不知不觉的放开你
我们都没有那勇气
Baby I’m sorry I’m so lonely

我们都没有错与对
找不到任何一个原因
没有理由的离开
Baby I'm sorry I’m so lonely
I'm sorry I'm so lonely1Embed"
队长,spotify:artist:4SpsVETdnMLwPHyOW0FlQz,Let Go (feat. YOUNG Captain),spotify:track:0BtK3sA0mEjXkpbCp9yG47,None
GJ,spotify:artist:5CqbTtX7bCx1A5wn5xMWvh,遠距離 - 《HIStory4-近距離愛上你》LINE TV插曲,spotify:track:0VqbDslRuBAk5jzB81ZQ0Z,None
Kris Wu,spotify:artist:2lbUjuMzHkT4qIECvk2f3L,July,spotify:track:2cu5wDkTV1gWfsXjUbmd89,"JULY Lyrics[Verse 1]
I've been looking for a reason
To have you in my arms
Where you wanna be
Never had a woman so good
Glad to have you right where you wanna be

[Pre-Chorus]
Talking 'til the morning we don't need any sleep
I hate it when you go to work
Laying 'til the sun down it feel like a dream
I hate it when we go to work
You should be here
[Chorus]
Baby, Baby, I
Doing what feels right
Baby, Baby, now
Tell me what you wanna say
Show me how you feeling, babe
Show me how you feeling, babe

[Verse 2]
You've been looking for a reason
To have me in your arms
Where I wanna be
Give you what you need and no more
Glad to have you right
Where you wanna be

[Pre-Chorus]
Talking 'til the morning we don't need any sleep
I hate it when you go to work
Laying 'til the sun down it feel like a dream
I hate it when we go to work
You should be here

[Chorus]
Baby, Baby, I
Doing what feels right
Baby, Baby, now
Tell me what you wanna say
Show me how you feeling, babe
[Verse 3]
You know this ain't rocket science
Get what you got coming to ya
I know what you like
You know that I'mma keep it coming uh
Something 'bout this Moët got you in the mood
Say you got a situation
Tell that other guy to move

Easy, I may have to call in work, girl
How I’m (s')posed to lay this work, girl
This shit way too good to function
I’m like Jordan when it’s crunch time
We at Nobu when it’s lunch time
I’mma get up out your way, girl
But only if we spending some time, sometimes

[Chorus]
Baby, Baby, I
Doing what feels right
Baby, Baby, now
Tell me what you wanna say
Show me how you feeling, babe

[Outro]
Show me how you
Show me how you feeling, babe
Show me how you feeling, babe6Embed"
Z.TAO,spotify:artist:7brWAbUcLVhV9o1w1dLcsx,敏感(LH x Z.TAO),spotify:track:4yOMpzImEy2xWT5e5i1cAD,None
莫宰羊,spotify:artist:2yN7qnZbV8krGJEB16nUOe,未接來電,spotify:track:01mH7HUE0ThKRbyYOuva56,None
呆伯特,spotify:artist:2pbYXlBAJWfsAgtI6WL9gi,公主病,spotify:track:6wcSTu9kd8lOyV05nZyBr6,None
Z.TAO,spotify:artist:7brWAbUcLVhV9o1w1dLcsx,朋友圈,spotify:track:0l10HeTEr5RVAzdj44TGdS,None
頂級玩家A.T.M.,spotify:artist:3bcLikariscWJfJMTbwUFA,樓下等你,spotify:track:6XecKIM6bxrWyK9aSjA5yn,None
Higher Brothers,spotify:artist:07ZhipyrvoyNoJejeyM0PQ,R&B All Night,spotify:track:6MrVXeEMf0MULWdclDk4sI,"2020 CYPHER LyricsProd. by HARIKIRI

马思唯/Masiwei (Higher Brothers):

珠宝首饰到处丢 我从游泳池头醒来
出门之前 想哈 今天到底要开哪台
祝我还在奋斗中的兄弟恭喜发财
占到茅坑不拉屎 快给老子下来
我接管了 你就软了
庸人些 垃圾些 都不敢了
我打个电话喊个barber上门剪头
我是NBA球星你给我捡球
10个hater 9个都想成为 rapper
我接管比赛 你在旁边坐冷板凳儿
这种音乐太超了 再多来点儿
胡说八道几句 爆了你们cypher
这不是枪响 这是打的鼓
我们之间差距好大你们慢慢数
这一梭子打完之后你的脸上全都是洞
你说你是说唱歌手 这一切都是梦
邓典果/DDG/DengDianGuo:

想超过我们怕你们再练十年都晓得你们在豁别个
和你们莫得啥语言想咋子嘛请我切三环坐摩的嗦
你们的Cypher些我们拿手机放明显是搞的太多余了
跟我们碰一哈今年就把你们收拾了
你该切躲一躲 我说你们可以了可以了可以了
Sucker的rapper些可以切躲起了 大王些RM要回来巡山了
小把戏基本被我们盯穿了
在你们精神上留下点儿斑驳
我们找票儿你们找感觉
不是莫得天份是你们懒了
我们是巨浪 把你们淹了
Whole lotta Mayos whole lotta gua
莫得人比我们更加会耍
听说你比我们伟大
但你在你cypher里表现的像个结巴
我们的说唱是管制刀具
变成了你最惨痛的遭遇
把这些垃圾先燃完再浇息
我在你脑壳上盘旋加漂移

李尔新/Lil Shin:

啥子东⻄有钱买不到
我都具备还不少 不喜欢就没礼貌
我团队规矩少
为了催歌粉丝把我给举报damn
他觉得这段写的挺好 其实都暗中被我们领导
从来都不知道满足 我们是封印的devil
世界很残酷
敢说 就 敢做
舔狗 在 反驳
幻想用bad flow
把我们赶走
胆怯 他们胆怯 教科书般的flow在点火
他们耍感动 眼泪在眼⻆ 掩饰他懒惰 软弱惨
我带来震撼 大到暴雨 皇冠传递发不到你
占领高地 脚杆翘起
Trash talking说干道理
中国说唱代表我们 推垃圾们进入火坑
压倒的实力前你们在裸奔 狂欢到morning
没得不可能
谢宇杰/Melo (Higher Brothers):

你不懂 不同的 风格就像天文体
收好你的一亩三分地和你们的烂问题
你和你单纯的兄弟们就像三文鱼
不安分的灵魂送你们梦之安魂曲
Yoo 送给我的敌人每一个
我吃掉你们就像蔬菜还有斐济水果
你不能够幸免在遇见我的每一回合
Rip babe 再为你写首美丽的歌
当我们都漏出獠牙 吃到你们只剩毛发
这才叫cypher 好吗 我的游戏叫大逃杀
Run run run 朋友别看我走没走
I go with flow we balling like ovo

丁震/KnowKnow (Higher Brothers):

Baby ceo 冒紫外线
